user_id,movie_id,rating
26861,1663,3
26864,1663,5
26867,1663,4
26870,1663,3
26872,1663,4
26874,1663,3
26875,1663,4
26876,1663,4
26878,1663,4
26883,1663,3
26884,1663,4
26887,1663,4
26892,1663,5
26893,1663,4
26894,1663,4
26896,1663,2
26897,1663,2
26900,1663,3
26901,1663,4
26902,1663,4
26904,1663,1
26913,1663,2
26916,1663,3
26926,1663,5
26927,1663,1
26928,1663,2
26930,1663,3
26931,1663,4
26932,1663,3
26934,1663,2
26935,1663,4
26937,1663,3
26939,1663,3
26942,1663,4
26943,1663,4
26944,1663,3
26946,1663,4
26947,1663,5
26949,1663,3
26951,1663,4
26954,1663,3
26959,1663,5
26960,1663,3
26961,1663,4
26965,1663,5
26974,1663,4
26981,1663,5
26985,1663,3
26986,1663,3
26988,1663,4
26989,1663,1
26991,1663,3
26992,1663,3
26996,1663,4
26999,1663,3
27002,1663,4
27004,1663,3
27006,1663,5
27010,1663,4
27014,1663,4
27015,1663,5
27017,1663,3
27024,1663,4
27025,1663,2
27026,1663,3
27027,1663,4
27028,1663,3
27030,1663,3
27033,1663,2
27037,1663,4
27040,1663,4
27041,1663,3
27045,1663,2
27046,1663,3
27047,1663,3
27050,1663,4
27058,1663,5
27059,1663,4
27060,1663,4
27061,1663,4
27062,1663,3
27064,1663,3
27067,1663,4
27068,1663,4
27070,1663,4
27071,1663,4
27075,1663,4
27079,1663,4
27081,1663,2
27083,1663,1
27086,1663,4
27089,1663,2
27092,1663,4
27098,1663,2
27100,1663,4
27105,1663,4
27106,1663,3
27114,1663,4
27116,1663,4
27121,1663,4
27122,1663,4
27123,1663,3
27125,1663,4
27133,1663,4
27140,1663,4
27145,1663,4
27147,1663,3
27151,1663,3
27155,1663,4
27158,1663,1
27159,1663,1
27160,1663,4
27161,1663,4
27162,1663,4
27164,1663,4
27165,1663,5
27171,1663,2
27184,1663,4
27186,1663,3
27188,1663,3
27189,1663,4
27190,1663,3
27191,1663,3
27193,1663,4
27195,1663,3
27196,1663,3
27199,1663,4
27200,1663,4
27205,1663,4
27208,1663,4
27209,1663,4
27210,1663,4
27215,1663,2
27218,1663,3
27219,1663,4
27222,1663,4
27223,1663,3
27225,1663,3
27240,1663,4
27247,1663,4
27256,1663,4
27262,1663,4
27263,1663,4
27267,1663,2
27269,1663,5
27270,1663,3
27271,1663,3
27272,1663,5
27274,1663,3
27276,1663,3
27277,1663,4
27278,1663,3
27279,1663,4
27289,1663,3
27294,1663,4
27299,1663,3
27302,1663,3
27304,1663,4
27308,1663,3
27312,1663,4
27315,1663,4
27317,1663,3
27321,1663,3
27324,1663,5
27325,1663,3
27326,1663,4
27333,1663,3
27342,1663,3
27345,1663,5
27348,1663,3
27349,1663,4
27350,1663,4
27353,1663,3
27354,1663,4
27357,1663,4
27359,1663,3
27361,1663,4
27365,1663,2
27373,1663,2
27381,1663,4
27391,1663,4
27392,1663,3
27394,1663,4
27395,1663,4
27398,1663,4
27399,1663,4
27400,1663,3
27402,1663,5
27409,1663,3
27412,1663,4
27417,1663,2
27420,1663,3
27422,1663,5
27427,1663,4
27430,1663,3
27434,1663,4
27440,1663,4
27441,1663,1
27443,1663,5
27444,1663,3
27445,1663,3
27447,1663,3
27448,1663,3
27456,1663,2
27458,1663,4
27460,1663,4
27467,1663,4
27471,1663,4
27472,1663,4
27474,1663,4
27483,1663,4
27486,1663,3
27487,1663,3
27491,1663,4
27494,1663,3
27496,1663,4
27497,1663,4
27501,1663,4
27502,1663,4
27510,1663,3
27512,1663,1
27513,1663,3
27515,1663,5
27516,1663,4
27519,1663,4
27520,1663,3
27525,1663,4
27528,1663,3
27530,1663,5
27531,1663,5
27535,1663,4
27538,1663,5
27539,1663,3
27540,1663,4
27541,1663,3
27542,1663,2
27547,1663,3
27548,1663,3
27550,1663,3
27553,1663,3
27556,1663,4
27557,1663,5
27560,1663,5
27562,1663,3
27565,1663,4
27569,1663,3
27571,1663,2
27574,1663,4
27575,1663,5
27576,1663,3
27580,1663,4
27584,1663,3
27586,1663,4
27588,1663,4
27589,1663,3
27591,1663,5
27593,1663,3
27594,1663,4
27596,1663,2
27599,1663,3
27600,1663,4
27601,1663,3
27603,1663,3
27605,1663,4
27606,1663,4
27612,1663,4
27617,1663,4
27622,1663,4
27624,1663,3
27627,1663,2
27631,1663,5
27636,1663,4
27637,1663,3
27639,1663,5
27642,1663,3
27648,1663,4
27652,1663,4
27654,1663,4
27656,1663,4
27661,1663,4
27662,1663,4
27663,1663,3
27665,1663,3
27677,1663,4
27681,1663,2
27683,1663,4
27685,1663,4
27686,1663,3
27687,1663,4
27689,1663,4
27691,1663,3
27699,1663,3
27700,1663,3
27701,1663,4
27704,1663,5
27706,1663,4
27708,1663,4
27711,1663,4
27714,1663,4
27715,1663,3
27716,1663,2
27717,1663,3
27726,1663,2
27730,1663,2
27731,1663,4
27732,1663,4
27734,1663,4
27735,1663,3
27737,1663,2
27745,1663,3
27746,1663,4
27749,1663,3
27753,1663,3
27756,1663,2
27758,1663,4
27762,1663,3
27764,1663,4
27766,1663,3
27769,1663,4
27775,1663,3
27777,1663,4
27778,1663,2
27779,1663,3
27783,1663,3
27786,1663,3
27787,1663,4
27788,1663,3
27791,1663,4
27792,1663,3
27794,1663,3
27799,1663,4
27802,1663,4
27804,1663,4
27805,1663,3
27808,1663,3
27810,1663,3
27818,1663,4
27819,1663,4
27821,1663,5
27822,1663,3
27823,1663,4
27828,1663,3
27833,1663,2
27837,1663,5
27839,1663,4
27840,1663,3
27841,1663,4
27843,1663,3
27847,1663,5
27848,1663,3
27849,1663,3
27850,1663,3
27852,1663,3
27854,1663,3
27855,1663,3
27858,1663,4
27861,1663,4
27862,1663,4
27865,1663,3
27866,1663,4
27869,1663,4
27871,1663,3
27872,1663,3
27873,1663,3
27874,1663,4
27885,1663,4
27886,1663,3
27889,1663,3
27890,1663,3
27896,1663,4
27898,1663,2
27903,1663,4
27904,1663,4
27906,1663,4
27907,1663,4
27911,1663,5
27912,1663,3
27913,1663,4
27914,1663,4
27921,1663,4
27926,1663,2
27927,1663,4
27929,1663,4
27932,1663,3
27933,1663,3
27941,1663,4
27942,1663,4
27943,1663,4
27951,1663,5
27954,1663,4
27957,1663,4
27959,1663,4
27961,1663,2
27963,1663,4
27964,1663,1
27971,1663,5
27974,1663,4
27983,1663,3
27985,1663,3
27986,1663,3
27989,1663,4
27990,1663,3
27995,1663,3
28003,1663,4
28004,1663,4
28005,1663,3
28006,1663,3
28013,1663,4
28014,1663,5
28015,1663,5
28017,1663,3
28021,1663,4
28027,1663,1
28028,1663,3
28030,1663,3
28034,1663,4
28037,1663,4
28038,1663,4
28046,1663,4
28047,1663,3
28048,1663,4
28056,1663,5
28058,1663,4
28062,1663,5
28063,1663,4
28066,1663,3
28067,1663,3
28069,1663,4
28070,1663,4
28076,1663,3
28082,1663,3
28084,1663,3
28085,1663,4
28086,1663,3
28089,1663,3
28093,1663,3
28096,1663,3
28098,1663,4
28105,1663,4
28107,1663,2
28112,1663,3
28114,1663,4
28116,1663,3
28117,1663,5
28121,1663,3
28123,1663,4
28124,1663,1
28125,1663,4
28126,1663,4
28128,1663,4
28133,1663,4
28134,1663,3
28137,1663,4
28139,1663,4
28142,1663,4
28143,1663,3
28144,1663,3
28145,1663,5
28146,1663,4
28147,1663,2
28148,1663,3
28151,1663,3
28152,1663,2
28154,1663,4
28156,1663,4
28157,1663,4
28158,1663,4
28160,1663,4
28162,1663,4
28163,1663,4
28167,1663,3
28171,1663,3
28173,1663,4
28175,1663,5
28176,1663,5
28181,1663,4
28185,1663,3
28186,1663,5
28190,1663,2
28191,1663,3
28194,1663,2
28195,1663,4
28199,1663,5
28200,1663,4
28202,1663,5
28203,1663,4
28206,1663,2
28208,1663,1
28209,1663,4
28212,1663,4
28214,1663,4
28218,1663,2
28220,1663,3
28222,1663,3
28224,1663,4
28233,1663,4
28238,1663,4
28239,1663,5
28244,1663,3
28245,1663,3
28246,1663,4
28248,1663,4
28249,1663,4
28250,1663,3
28251,1663,3
28252,1663,3
28253,1663,4
28256,1663,3
28262,1663,3
28263,1663,3
28264,1663,3
28265,1663,4
28267,1663,4
28270,1663,3
28274,1663,3
28277,1663,5
28288,1663,3
28289,1663,4
28291,1663,3
28292,1663,3
28294,1663,4
28296,1663,3
28298,1663,4
28299,1663,3
28301,1663,3
28308,1663,4
28309,1663,2
28310,1663,2
28311,1663,2
28312,1663,3
28313,1663,4
28315,1663,4
28316,1663,4
28318,1663,3
28320,1663,5
28321,1663,3
28322,1663,3
28323,1663,3
28326,1663,4
28331,1663,3
28335,1663,2
28338,1663,5
28339,1663,4
28342,1663,4
28343,1663,3
28347,1663,5
28349,1663,4
28351,1663,4
28352,1663,3
28355,1663,4
28356,1663,4
28357,1663,5
28359,1663,2
28360,1663,3
28362,1663,3
28365,1663,4
28370,1663,4
28372,1663,3
28374,1663,4
28376,1663,3
28377,1663,5
28378,1663,4
28381,1663,4
28384,1663,4
28386,1663,5
28391,1663,4
28394,1663,5
28398,1663,5
28400,1663,3
28401,1663,2
28402,1663,3
28403,1663,3
28410,1663,4
28411,1663,4
28412,1663,5
28414,1663,4
28417,1663,5
28418,1663,4
28426,1663,4
28427,1663,4
28430,1663,3
28432,1663,4
28433,1663,3
28435,1663,3
28437,1663,4
28438,1663,4
28441,1663,1
28444,1663,4
28445,1663,3
28459,1663,4
28460,1663,3
28461,1663,3
28463,1663,3
28467,1663,4
28468,1663,5
28470,1663,5
28471,1663,2
28475,1663,3
28477,1663,4
28481,1663,4
28482,1663,4
28498,1663,4
28502,1663,4
28503,1663,5
28504,1663,3
28505,1663,5
28508,1663,2
28513,1663,3
28514,1663,2
28518,1663,5
28521,1663,4
28522,1663,4
28524,1663,3
28526,1663,4
28527,1663,3
28529,1663,4
28531,1663,3
28538,1663,4
28539,1663,4
28548,1663,4
28553,1663,3
28556,1663,4
28559,1663,3
28560,1663,4
28565,1663,4
28569,1663,1
28575,1663,4
28576,1663,5
28579,1663,4
28580,1663,5
28581,1663,4
28583,1663,4
28588,1663,4
28590,1663,5
28591,1663,4
28596,1663,4
28606,1663,5
28608,1663,3
28609,1663,2
28612,1663,3
28615,1663,4
28621,1663,4
28622,1663,5
28624,1663,2
28625,1663,3
28627,1663,3
28628,1663,3
28629,1663,5
28630,1663,2
28631,1663,4
28634,1663,5
28635,1663,4
28637,1663,3
28638,1663,1
28639,1663,4
28640,1663,4
28642,1663,4
28644,1663,4
28648,1663,4
28650,1663,3
28651,1663,3
28652,1663,4
28654,1663,3
28655,1663,3
28666,1663,4
28668,1663,4
28670,1663,4
28671,1663,4
28676,1663,1
28678,1663,3
28679,1663,4
28680,1663,3
28682,1663,5
28684,1663,4
28685,1663,4
28690,1663,4
28697,1663,4
28703,1663,4
28706,1663,4
28708,1663,5
28710,1663,1
28719,1663,4
28721,1663,3
28722,1663,3
28726,1663,4
28729,1663,3
28736,1663,5
28741,1663,3
28748,1663,4
28749,1663,4
28750,1663,5
28751,1663,3
28752,1663,3
28754,1663,4
28756,1663,4
28764,1663,3
28767,1663,4
28768,1663,5
28769,1663,4
28770,1663,3
28775,1663,4
28780,1663,3
28781,1663,3
28784,1663,2
28785,1663,3
28795,1663,4
28796,1663,3
28799,1663,4
28801,1663,4
28805,1663,4
28806,1663,3
28809,1663,1
28810,1663,3
28812,1663,4
28822,1663,4
28824,1663,5
28825,1663,4
28828,1663,3
28831,1663,3
28832,1663,4
28833,1663,3
28836,1663,3
28837,1663,3
28841,1663,3
28843,1663,4
28844,1663,5
28855,1663,4
28861,1663,1
28863,1663,2
28864,1663,3
28868,1663,4
28870,1663,3
28874,1663,3
28878,1663,5
28883,1663,3
28887,1663,4
28891,1663,3
28895,1663,3
28896,1663,4
28900,1663,4
28903,1663,4
28908,1663,3
28909,1663,4
28910,1663,4
28911,1663,5
28912,1663,5
28915,1663,2
28916,1663,4
28919,1663,3
28920,1663,3
28922,1663,3
28925,1663,3
28929,1663,2
28938,1663,4
28941,1663,3
28944,1663,4
28945,1663,4
28948,1663,4
28949,1663,4
28953,1663,4
28957,1663,4
28958,1663,4
28960,1663,5
28966,1663,4
28967,1663,3
28970,1663,1
28972,1663,4
28976,1663,4
28978,1663,3
28981,1663,3
28982,1663,2
28989,1663,3
28990,1663,4
28991,1663,3
28994,1663,3
28995,1663,4
28996,1663,3
28997,1663,4
28999,1663,4
29002,1663,3
29003,1663,4
29005,1663,4
29006,1663,4
29013,1663,3
29020,1663,3
29024,1663,4
29025,1663,3
29026,1663,3
29027,1663,4
29028,1663,3
29030,1663,4
29031,1663,3
29032,1663,4
29034,1663,5
29035,1663,4
29039,1663,2
29040,1663,3
29041,1663,4
29043,1663,3
29046,1663,3
29047,1663,3
29048,1663,1
29051,1663,1
29052,1663,4
29053,1663,5
29056,1663,3
29063,1663,4
29067,1663,1
29068,1663,4
29070,1663,4
29074,1663,4
29077,1663,4
29078,1663,3
29083,1663,2
29086,1663,4
29087,1663,4
29088,1663,3
29090,1663,1
29093,1663,4
29103,1663,4
29106,1663,2
29107,1663,3
29109,1663,4
29114,1663,3
29116,1663,4
29118,1663,4
29120,1663,4
29122,1663,3
29123,1663,3
29126,1663,4
29127,1663,4
29129,1663,3
29132,1663,3
29134,1663,4
29136,1663,3
29138,1663,4
29139,1663,4
29140,1663,3
29141,1663,4
29143,1663,4
29146,1663,3
29154,1663,4
29161,1663,4
29164,1663,4
29173,1663,5
29174,1663,5
29175,1663,3
29186,1663,5
29187,1663,4
29189,1663,5
29191,1663,3
29197,1663,3
29202,1663,4
29203,1663,5
29206,1663,3
29208,1663,3
29209,1663,5
29210,1663,4
29215,1663,3
29217,1663,1
29219,1663,4
29221,1663,4
29224,1663,5
29226,1663,2
29231,1663,3
29232,1663,2
29238,1663,3
29241,1663,4
29245,1663,4
29250,1663,4
29254,1663,2
29256,1663,3
29257,1663,4
29258,1663,4
29260,1663,4
29261,1663,5
29264,1663,3
29266,1663,3
29267,1663,2
29271,1663,3
29275,1663,3
29281,1663,4
29289,1663,3
29291,1663,5
29293,1663,5
29296,1663,5
29298,1663,5
29302,1663,1
29308,1663,4
29309,1663,3
29312,1663,3
29313,1663,4
29318,1663,4
29322,1663,4
29324,1663,3
29325,1663,3
29326,1663,4
29329,1663,5
29331,1663,5
29332,1663,3
29333,1663,3
29338,1663,4
29342,1663,2
29344,1663,4
29345,1663,4
29346,1663,4
29347,1663,4
29349,1663,2
29350,1663,3
29351,1663,4
29354,1663,4
29359,1663,1
29365,1663,3
29367,1663,5
29368,1663,3
29369,1663,2
29371,1663,5
29372,1663,3
29374,1663,4
29376,1663,3
29379,1663,3
29382,1663,1
29385,1663,3
29387,1663,3
29388,1663,3
29393,1663,4
29394,1663,4
29396,1663,3
29398,1663,4
29400,1663,3
29401,1663,4
29402,1663,4
29403,1663,5
29406,1663,3
29423,1663,4
29425,1663,4
29426,1663,3
29429,1663,4
29430,1663,4
29431,1663,4
29432,1663,3
29433,1663,5
29434,1663,5
29436,1663,3
29438,1663,3
29440,1663,5
29441,1663,3
29442,1663,4
29443,1663,5
29445,1663,4
29447,1663,4
29451,1663,3
29452,1663,3
29454,1663,4
29455,1663,2
29457,1663,3
29463,1663,4
29464,1663,4
29469,1663,4
29470,1663,4
29474,1663,4
29484,1663,4
29489,1663,3
29492,1663,3
29493,1663,4
29495,1663,4
29496,1663,3
29498,1663,2
29500,1663,1
29501,1663,4
29502,1663,2
29504,1663,4
29509,1663,5
29510,1663,3
29511,1663,4
29513,1663,3
29514,1663,3
29515,1663,3
29520,1663,3
29523,1663,5
29524,1663,3
29530,1663,3
29532,1663,3
29536,1663,3
29537,1663,4
29539,1663,3
29540,1663,4
29541,1663,4
29542,1663,4
29544,1663,4
29546,1663,5
29547,1663,4
29549,1663,4
29555,1663,5
29558,1663,4
29559,1663,3
29566,1663,3
29572,1663,3
29575,1663,5
29576,1663,4
29577,1663,3
29578,1663,4
29582,1663,5
29583,1663,3
29586,1663,3
29590,1663,4
29591,1663,3
29592,1663,3
29594,1663,5
29597,1663,3
29598,1663,3
29599,1663,4
29603,1663,3
29605,1663,4
29611,1663,2
29613,1663,3
29620,1663,4
29621,1663,3
29624,1663,4
29625,1663,3
29626,1663,3
29627,1663,3
29633,1663,1
29634,1663,4
29635,1663,2
29637,1663,3
29640,1663,3
29643,1663,3
29645,1663,5
29647,1663,4
29648,1663,2
29653,1663,3
29656,1663,3
29658,1663,3
29660,1663,4
29661,1663,4
29662,1663,5
29663,1663,4
29666,1663,5
29667,1663,4
29670,1663,4
29671,1663,3
29675,1663,2
29678,1663,5
29680,1663,3
29681,1663,3
29683,1663,2
29686,1663,4
29688,1663,5
29691,1663,2
29694,1663,4
29698,1663,3
29699,1663,4
29702,1663,5
29704,1663,3
29708,1663,4
29709,1663,4
29710,1663,3
29715,1663,4
29719,1663,5
29720,1663,5
29721,1663,4
29723,1663,3
29730,1663,4
29731,1663,4
29738,1663,3
29739,1663,3
29740,1663,3
29742,1663,4
29746,1663,5
29747,1663,3
29750,1663,4
29753,1663,3
29757,1663,3
29763,1663,3
29764,1663,4
29767,1663,3
29768,1663,3
29769,1663,5
29776,1663,4
29777,1663,3
29780,1663,3
29783,1663,2
29785,1663,1
29786,1663,3
29788,1663,3
29791,1663,5
29795,1663,4
29796,1663,2
29797,1663,4
29800,1663,4
29809,1663,4
29813,1663,3
29818,1663,4
29823,1663,4
29826,1663,4
29829,1663,4
29831,1663,4
29832,1663,4
29834,1663,3
29835,1663,2
29837,1663,3
29839,1663,3
29844,1663,3
29845,1663,2
29852,1663,3
29860,1663,3
29862,1663,5
29867,1663,5
29871,1663,5
29876,1663,4
29877,1663,3
29878,1663,4
29879,1663,3
29880,1663,3
29884,1663,4
29885,1663,4
29886,1663,4
29888,1663,3
29889,1663,4
29892,1663,3
29895,1663,3
29896,1663,3
29899,1663,4
29904,1663,3
29905,1663,4
29908,1663,5
29918,1663,3
29920,1663,4
29931,1663,3
29932,1663,4
29933,1663,2
29934,1663,3
29938,1663,1
29943,1663,3
29944,1663,3
29947,1663,3
29948,1663,5
29950,1663,3
29959,1663,4
29960,1663,4
29961,1663,4
29962,1663,1
29965,1663,2
29966,1663,3
29970,1663,3
29971,1663,2
29973,1663,3
29974,1663,3
29977,1663,2
29979,1663,3
29980,1663,4
29981,1663,3
29982,1663,4
29984,1663,3
29987,1663,3
29996,1663,2
30002,1663,5
30003,1663,3
30004,1663,4
30007,1663,4
30012,1663,4
30013,1663,2
30014,1663,4
30021,1663,5
30022,1663,5
30024,1663,5
30025,1663,4
30027,1663,4
30029,1663,4
30032,1663,4
30033,1663,3
30036,1663,4
30042,1663,3
30043,1663,4
30045,1663,3
30046,1663,3
30048,1663,4
30050,1663,3
30051,1663,3
30053,1663,3
30058,1663,4
30062,1663,4
30063,1663,4
30070,1663,4
30072,1663,5
30073,1663,4
30074,1663,2
30076,1663,4
30078,1663,4
30079,1663,1
30081,1663,5
30083,1663,3
30086,1663,3
30088,1663,2
30094,1663,4
30097,1663,3
30101,1663,3
30117,1663,3
30120,1663,5
30121,1663,4
30122,1663,4
30128,1663,4
30130,1663,5
30132,1663,4
30134,1663,1
30136,1663,3
30138,1663,4
30140,1663,4
30142,1663,5
30154,1663,3
30156,1663,2
30162,1663,1
30165,1663,5
30169,1663,4
30171,1663,5
30173,1663,3
30174,1663,3
30177,1663,4
30178,1663,4
30181,1663,4
30185,1663,4
30187,1663,3
30190,1663,4
30191,1663,3
30192,1663,2
30199,1663,4
30203,1663,1
30204,1663,4
30209,1663,5
30216,1663,3
30220,1663,3
30221,1663,4
30228,1663,3
30232,1663,4
30233,1663,5
30235,1663,5
30237,1663,3
30240,1663,4
30243,1663,5
30245,1663,3
30251,1663,5
30254,1663,4
30256,1663,3
30259,1663,2
30263,1663,4
30264,1663,2
30265,1663,5
30270,1663,4
30272,1663,4
30273,1663,1
30274,1663,4
30275,1663,3
30277,1663,3
30278,1663,4
30282,1663,3
30285,1663,2
30286,1663,3
30287,1663,4
30292,1663,4
30295,1663,4
30297,1663,3
30302,1663,4
30304,1663,2
30308,1663,3
30310,1663,4
30311,1663,4
30313,1663,3
30314,1663,4
30315,1663,5
30316,1663,3
30319,1663,4
30320,1663,5
30321,1663,4
30322,1663,4
30323,1663,4
30325,1663,3
30326,1663,3
30328,1663,4
30329,1663,5
30332,1663,5
30333,1663,4
30334,1663,3
30335,1663,1
30337,1663,4
30338,1663,3
30340,1663,4
30341,1663,4
30344,1663,3
30346,1663,4
30347,1663,4
30348,1663,4
30349,1663,3
30353,1663,3
30355,1663,4
30357,1663,4
30360,1663,4
30361,1663,2
30365,1663,2
30366,1663,5
30369,1663,5
30372,1663,3
30373,1663,5
30377,1663,4
30383,1663,5
30387,1663,3
30389,1663,3
30391,1663,4
30394,1663,3
30397,1663,4
30399,1663,3
30401,1663,3
30402,1663,4
30404,1663,3
30409,1663,5
30410,1663,4
30414,1663,4
30415,1663,4
30416,1663,5
30417,1663,5
30420,1663,4
30425,1663,4
30428,1663,3
30433,1663,5
30434,1663,3
30435,1663,3
30436,1663,3
30438,1663,3
30439,1663,3
30445,1663,2
30447,1663,3
30448,1663,3
30453,1663,4
30455,1663,2
30456,1663,1
30460,1663,4
30463,1663,4
30467,1663,3
30472,1663,3
30473,1663,5
30474,1663,3
30475,1663,4
30476,1663,2
30482,1663,4
30483,1663,4
30486,1663,5
30488,1663,5
30492,1663,2
30496,1663,4
30499,1663,2
30501,1663,3
30503,1663,3
30504,1663,3
30507,1663,3
30516,1663,3
30521,1663,4
30522,1663,4
30536,1663,2
30537,1663,4
30538,1663,4
30540,1663,4
30542,1663,3
30544,1663,4
30547,1663,5
30554,1663,3
30561,1663,3
30564,1663,3
30566,1663,4
30568,1663,4
30570,1663,5
30571,1663,5
30575,1663,3
30578,1663,3
30580,1663,4
30582,1663,4
30585,1663,5
30588,1663,4
30589,1663,3
30590,1663,4
30594,1663,4
30598,1663,3
30599,1663,3
30600,1663,4
30607,1663,5
30612,1663,4
30613,1663,4
30614,1663,5
30615,1663,4
30616,1663,2
30617,1663,3
30618,1663,4
30619,1663,4
30622,1663,5
30626,1663,1
30629,1663,4
30631,1663,5
30633,1663,4
30635,1663,4
30636,1663,3
30638,1663,4
30640,1663,3
30643,1663,3
30644,1663,4
30647,1663,4
30649,1663,4
30654,1663,4
30658,1663,4
30660,1663,5
